"","klasifikasi","score","text"
"898","Netral",0,"okaylah done qada tidur jom    nak prgi tengok konsert nct  wayang"
"899","Positif",1,"ya laa kena  hmpa mmng laa yg tu  bijak yg ni  bijak klau  yg   penipu laa penunggang agama laa wayang kulit laa smua  "
"900","Netral",0," sesiapa nak ticket wayang nct dream  ni  tgv cheras selatan nak let go free"
"901","Netral",0,"jommmm wayang"
"902","Negatif",-1,"pi hantar kereta senvice  tggu mari tgk wayang jap"
"903","Negatif",-1,"uwaegy duka a info namah wayang golek ti purwadadi"
"904","Negatif",-1,"klu  awalnk g tgk wayangblackphanterwakandaevermaap la muka kuyu sbb cuaca syahdu jemata pn berat  ni "
"905","Negatif",-3,"plis iya banget kalo dapet kamar mandi full kaca auto bete walopun dapet yg kacanya diburemin   gue pas mandi berasa  pertunjukan wayang  kalo masi   yg tetep transparan tuh gue  pup  ga   ga nyaman "
"906","Negatif",-3,"aslm yb emysamsudin  org masjid tanah sy sgt berharap  masjid tanah dpt membukak mcd pd  yg  dtg nidan   cinema  dkt area masjid tanah nink pgi  tgk wayang amp beli mcd harap dpt menerima balas yb"
"907","Negatif",-1,"tanyarlfes beli kasetnya  buku setebel gaban  nntn   ceritain lengkap  klo nntn wayang  desa  mudeng krna tau crita a smpe z nya"
"908","Netral",0,"hajat bumi  lembur acara malamna wayang golek "
"909","Negatif",-2,"abrytohamba agoezmust musniumar dasar dongo  bilang presiden wayang aja takut dasar banci  anak anak lo kayak bencong semuamana  presiden  wayangtapi presiden     partai   petugas partai karna   partai bloondasar donggok"
"910","Negatif",-1,"minimeleis amik cuti   wayang kosong kehkehkeh"
"911","Positif",1,"sukareplytweet hazminabil ketaqqq sofeahjoned muhyiddinyassin    zahid tpm    titah agong patutnye zahid kena    letak syarat  dah ingkar perintah agung adakah  wayang "
"912","Positif",1,"kunci kemana   rashad bepergian  menyelesaikan pekerjaan gantungan kunci  anak  wayang   ketinggalan  kuasanya meraih sejumput syal berwarna merah jambu  desain cantik  feminin   lembar    nina "
"913","Netral",0,"askrlfess gakkk krna dr  pgn jd anak  wayang gt lho"
"914","Netral",0,"kawan nak  tiket wayang dream movie pulak dahh tau  beli haritu "
"915","Positif",2,"wayang  warisan budaya     lestarikan  wayang   mengambil nilainilai luhur budaya bangsa falsafah budaya nilainilai kebenaran nilainilai kebajikan  nilainilai kearifan prabowodanseni "
"916","Netral",0,"rini sbyfess pecinta wayang po mba"
"917","Netral",0,"saje nak kabor yg kau makan sorang shopping sorang tgk wayang sorang tu  tandanya kau tu kuat kau  special  kau nak acah introvert   kau takde personality kau takde character"
"918","Positif",1,"kerajinan wayang kulit dijadikan andalan  desa sidowarno  kecamatan wonosari klaten jawa   menarik perhatian wisatawan nusantara adadikompas "
"919","Netral",0,"pinkeutulips cosplay  wayang"
"920","Netral",0,"mxborarose gi tgk kt wayang  tu tu la rse esk la kot arini kemas umh dlu esk  nk pi tgk"
"921","Netral",0,"babinsa kadipaten hadiri pementasan wayang kulit semar mbangun khayangan "
"922","Netral",0,"rini sbyfess emng wayang ndue detective"
"923","Negatif",-1,"mxborarose minggu ni nk kena kemas rumah   ati  nk tgk wayang citer kim raewon tu aduhaii"
"924","Negatif",-1,"rini sbyfess cah loro ndue mata trus sampinge wayang ngono sii"
"925","Negatif",-1,"barwiasarireza kartarahardja      kelompok pendukungnya yg  mengharamkan wayang  pakaian adat      harapannya   kelompok pendukungnya    berbuat semena    diam  menghibahkan dananya     dki kemarin"
"926","Netral",0,"gusbaster  pertunjukan wayang"
"927","Negatif",-2,"arwahmaklampir depa wayang je  dah checkmate dah   nak     pembangkang  nak   penyokong berdatu dah slow malas nak  duit dah so  pas jelah"
"928","Positif",1,"kerajinan wayang kulit dijadikan andalan  desa sidowarno  kecamatan wonosari klaten jawa   menarik perhatian wisatawan nusantara adadikompas "
"929","Netral",0,"arwahmaklampir naratif depa nak bg kt penyokong tu kena kuat  yg wayang depa mcm tu"
"930","Netral",0,"muhyiddinyassin  je  pn  zahid   wayang je"
"931","Positif",1,"itsammmm untung la pirate   kematu jubo dlm wayang"
"932","Netral",0,"urang lir  wayang usik malik na ku dalang anu teu wasa teu wenang beureum hideung kuma dalang"
"933","Positif",1,"  nya  balita  begadang nonton wayang   ku  kerasa      nonton   pertunjukan hhh jawa "
"934","Netral",0," aja uwa     udah dewasa   bangetttt cerita apapun  perwayangan  uwa   enthusias    karna beliau karakter taracandra wira atmaja  hadir sosok pecinta wayang  ceritanya   tulis  kembangkan "
"935","Positif",1,"mariqgold bakat terpendam  dalang wayang sihhh"
"936","Negatif",-1," nak tngk wayang tpi mcm malas em"
"937","Negatif",-2,"penitimeniti kartarahardja keknya gubernur dki ga  larang tari baju wayang  tampil deh udah oon halu lg "
"938","Netral",0,"one ahhaha xpe kena layan je wayang dlu   scene menarik  gaduh tikam"
"939","Netral",0,"oiyo kene mung wayang dadi gosah anehaneh manut mawon wkwk"
"940","Netral",0,"pagelaran wayang kulit  rangka memperingati  pekerja migran internasional lakon wahyu nugraha jati dalang ki sigit ariyanto alunalun purwodadi "
"941","Negatif",-1,"stress capek  sby kaya  wayang cabut ah  mls pulang abis pulang oke malang deh  "
"942","Netral",0,"sbyfess wayang kembar  i know u meant  waaaa wkwkwk"
"943","Netral",0,"babinsa kadipaten menghadiri pementasan wayang kulit semar mbangun khayangan "
"944","Positif",4,"  situ   suka banget  wayang dirumah uwa  suka nyetel lagu jawa gamelan dll   dikasih tau   suka banget kisah ken arok  ken dedes   politik banget ceritanya   mikir  romance banget ya "
"945","Netral",0,"anyone   setia city mall jom teman i tengok wayang petang ni"
"946","Positif",1,"aizatulakz cheyatt pejaofperak hannahyeoh halaaaaaahhh menteri kat  tu takde    wayang  korang rakyat je rakyat dok gaduh  "
"947","Netral",0,"quvvatt  nonton wayang klitik "
"948","Negatif",-1,"  uwa jenong   nonton wayang  tvri  tuh  wayang tayang  malem  tvri    wc  suka kepo  nanya    bentuknya    jelasin   wayang pemerannya orang asli  ceritain   aja "
"949","Netral",0," menjual bros wayang silver et seharga rp dapatkan  shopee  "
"950","Netral",0," menjual bros wayang silver et seharga rp dapatkan  shopee  "
"951","Netral",0,"istiqom yashudhanaka plt nya wayang"
"952","Netral",0,"husnul jawafess askrlfess yaa bayangin aja kyk wayang "
"953","Netral",0,"matcabewy kn wayang   layar tancep"
"954","Negatif",-1,"danurejan jogja piket pawas aiptu wahyudi kasi humas beserta personil polsek danurejan polresta yogyakarta melaksanakan pengamanan pagelaran wayang kulit  lakonsemar bangun kayangan  ki dalang geter  halaman kantor dpr provinsi diy jl malioboro yogyakarta "
"955","Negatif",-2,"iambangman  kau tgk wayang pastu kau nangis dah   kau  pelakon   kau nangis tgk org mati ditanam dah   kau nak mati gak   say la org tu dah kawin pastu  nangis tgk anak sulung   pelamin   la  nak kawin  camtu"
"956","Netral",0,"sbyfess  wayang  kembar   wambyar"
"957","Netral",0,"nurqaseh kakak manis  reliti kehidupan sebenar yg penuh dugaan  tangisan spt termaktub didlm agama  nak sempurna didlm kehidupan fana   tgk drama  wayang nak pesan jgn cepat  melatah sabaaarrr yg  pengakhiranend  pengawalnyastart"
"958","Negatif",-2,"amri zie kaneshoff kuasasiswa dapmalaysia tu sbb  ramai  org islam kena main dgn wayang dap"
"959","Positif",1,"lizaindo maszobirin buncs salimafillah ragilsemar erickthohir kaesangp gibrantweet jokowi mangkunegaran sdh menghidupkan  wayang kulit yg rutin  sekalimonggo yg bade ningali "
"960","Negatif",-1,"pakantono kaya yg  dikarakter wayang kulit tp lupa namanya"
"961","Netral",0,"matcabewy wayang kali layar tancep"
"962","Positif",1,"sonnyiswara aremanita yudhapati sintamahalona ellenmine diajengemy valhallaah jelantik renatalevel diposurop    dalang wayang kulit  sepuh  pakem adegan  dialog   pantang    dalang    tontonan  menghibur   tuntunan  mendidik   dialognya  to the point  "
"963","Netral",0,"babinsa  bhabinkamtibmas desa kebonagung menghadiro acara pagelaran wayang kulit  dalang ki mangun yuwono bertempat   balai desa kebonagung jum "
"964","Netral",0,"urblacktea kangennn delok wayang"
"965","Netral",0,"oryxion syafaatnasir ahhahaha aik nk koyak kenape sabar jngn gnggu sy bro nk tngk wayang ni hahahhahahaha"
"966","Netral",0,"buletintv mp wayang"
"967","Netral",0,"sysafwann bookcharity vokalkita pejaofperak justintwj patut tulis kaki munajat  tgk wayang"
"968","Netral",0,"oryxion syafaatnasir ahhaha sapa cakap pn nk bgi jawatan  wak ponorogo hahahaha petik tgha kenape pulak xsentap    wayang   hahahahah"
"969","Negatif",-3,"dellmadestra meoow askrlfess klau wayang kulit pke b kromo alus ga si kak    klau nnton wayang ga mudeng   paham pas ngomong b kasarya doank hehe"
"970","Netral",0,"rini sbyfess  wayang"
"971","Netral",0,"uripe awakdewe ki koyok wayang kulit bah arep  obatabet ne sampek remok to yo iso opo dalang wes nentok ne critane awakdewe"
"972","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"973","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"974","Netral",0,"doyochiw wduh  anak  wayang"
"975","Negatif",-1,"yussofi lyleez khairizulfadhli penasihat utk main wayang hmmm phm la jgk lg mendlm"
"976","Netral",0," desember gol  wayang gatot indra amankan  poin persib  menjamu psds "
"977","Positif",3,"  rugas dpm tu wayang jer  utk zh bg utk  syarat sbb pm  full power utk jalankan urusan  pentadbiran negara dibantu ahli ph yg  fokus utama skang  bgnkan  ekonomi negara  bantu rakyat"
"978","Netral",0," ni  byk la pegi tgk wayang kli bhai minion alf astu mechamato soon"
"979","Netral",0,"nak tengok wayang but takde cerita menarik hm"
"980","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"981","Positif",1,"pejaofperak fahakufpejaofperak ko  mb perak  bikin malu jerrrmenteri  wayang"
"982","Netral",0,"sbyfess ak  wayang cilik"
"983","Netral",0,"tvonenews gak  jokowi  bicara  iniorang lansia  orang berpendidikan rendahalias gak  ijazahpun      indonesiaapakah indonesia  dipimpin  sekelas wayang  dipimpin  sekelas dalang"
"984","Netral",0,"donjasmy shahrizalbakar edruceidrisi kuasasiswa   wayang ph dgn anwar nk bodohkan rakyat"
"985","Positif",2,"faridhazmi aizatulakz faisalmn abdulhadiawang awat  ambil gambar  tu  dah  main wayang terima kenyataan  sape yg dgn kluster mahkamah pas  tu dah tolak geng rasuah  pas  xde rasuah pn   syarat gabung dgn bn  kluster mahkamah x nak terima  bye"
"986","Netral",0," masuk mall  debit card  la    selepas  am time tu   maintenance  jem la kau kat situ   terciduk ni genggeng tengok wayang   "
"987","Negatif",-1,"lapor  polisi dibilang  acara lomba wayangdalang dll   lombanya jam   orang  tidur"
"988","Netral",0," udah   wayang golek lacung"
"989","Netral",0,"gitarizti  kek bapakku kak  cerita wayang hapal banget diluar kepala "
"990","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"991","Negatif",-1,"gua mikirnya  wayang trs sampingnya bocah kembar dipikir   gunung wayang  maksudnya jawa   blm dpt  trs pas baca repnya wwkwkwk anjer tugel "
"992","Netral",0,"shahmer ko tgk wayang cerita "
"993","Netral",0,"weii  confession kt wayang ok ku pelu cekbcz last month nya x klua  kt sitok and pikir nya mmg xkan klua wayang msia  huhu "
"994","Negatif",-1,"bangnobbangnob sbyfess yaampun  ngeh salah fokus  wayang"
"995","Netral",0,"menhan prabowo bersilaturahmi  presiden jokowi  keluarga  yogya ajak anak  wayang "
"996","Negatif",-4,"wayang   berbeda   identitas nasional     budayabudaya  ditinggalkan  masyarakat indonesia   kebanyakan     peduli  "
"997","Positif",2,"masingmasing   senang melestarikan budaya   kental  adatnya contohnya  orangorang jawa   antusias   pertunjukan wayang   kesenian khas jawa  sampaisampai   hafal  lakon  dipertunjukkan "
"998","Negatif",-3," anak  wayang  enak       khawatir   cibir  saudara   capek  suruhan kakak   khawatir    mendidik adik  tuntutan anak  wayang    orang tuanya"
"999","Netral",0,"xjaszmineee ye dooo  taktau camne   tengok cerita hantu kat wayang  tanak dahhhhh"
"1000","Netral",0,"marii ngisi solarr langsung mlayu plus petuk wayang wkwkwkk "
"1001","Netral",0,"ganjarpranowo cuman dijadiin wayang dalangnya  mega bati"
"1002","Negatif",-1,"rezasyariatii ekalayapemerannya otongkoil  wayang orang bukinan ariedaging"
"1003","Negatif",-2," bola makan lepas bola ngeteh kat dapur cari makan jeng doh  beradik pahtu esok tido kerah  wayang "
"1004","Netral",0,"chermeups meoow askrlfess ko yo   brasa delok wayang kulit "
"1005","Netral",0,"sbyfess   wayang"
"1006","Positif",1,"prabowodanseni    kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas"
"1007","Negatif",-2,"prabowodanseni   mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat "
"1008","Positif",2,"nasib   piala dunia time politik negara berwayangwayang"
"1009","Netral",0,"si   pamer  nonton wayang nyampe pagi"
"1010","Negatif",-1,"seneng gegara  lakon wayang  kampus  ga seneng  durasinya "
"1011","Netral",0,"sbyfess wayang kembar"
"1012","Netral",0,"peachyyyygurll sbyfess yo mbok ra wayang "
"1013","Netral",0,"peachyyyygurll sbyfess wayang mbahmu"
"1014","Negatif",-1,"anehnya  bs hapal cerita mahabharata dr yg versi wayang sampek yg series india   pelajaran bhs jawa  sekolah  yg topiknya ttg pewayangan langsung   kepala  "
"1015","Positif",1,"xxvnxxo sbyfess  klo pake jawa alus dibilang kyo nanggap wayang "
"1016","Netral",0,"haruhikohideo cinema bang  pas nonton wayang direview in "
"1017","Netral",0,"fazhalin noo ni belom lagiiii ni valid  pilah da  wayang ngan auntie anneee wkwkww"
"1018","Netral",0,"wayangan ah sue ora wayangan bola  marahi ecmoci wayang durmogati budayanusantara "
"1019","Netral",0," acaranya kemendes gaesss  wayang kulit jugaa  seru keknya"
"1020","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"1021","Netral",0," kali  nonton small town heroes kat wayang ya   menang yaaaa"
"1022","Positif",3," anak muda  tetaplah mengunjungi ruang kesenian tontonlah wayang lihatlah pameran lukisan baca puisi  pujangga indonesia  apapun yg menarik kau nikmati kunjungi daerah  indah n lihat betapa sempurnanya indonesia penuh dgn keragaman indah"
"1023","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1024","Positif",1,"prabowo  seni wayang   kesatuan cinta indonesia prabowo "
"1025","Netral",0,"mrunkno esok jom teman wayang  date "
"1026","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"1027","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1028","Positif",1,"seunsky untung lee  kat tapah do wayang kulit  takde"
"1029","Negatif",-2," tu  nak ubah  negara kena ubah masyarakat tu     kau ban panggung wayang kelab malam  kedai arak end up masyarakat tu  yg   cegah kemungkaran tu  semestinya ban wayang didik org    "
"1030","Netral",0,"sekedar wayang  dalang"
"1031","Netral",0,"  nak pergi tengok mechamato the movie   healing tengok wayang sensorang hahaha"
"1032","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1033","Netral",0,"mnknnobody bkn  nak tgk wayang  ahhaha"
"1034","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"1035","Negatif",-2," prabowodanseni   mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1036","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"1037","Netral",0,"sbyfess mikirku ceklek ceklek ko ndi la gambar wayang"
"1038","Negatif",-6,"pencerah exanaklolina wayang haram hormat bendera haram lagu kebangsaan haram musik haram gk melu nduwe negoro ngatur ngatur    beragama      yg haram  yg halal"
"1039","Netral",0,"alexanderdrspan caniacitta kalo adil ya  kubu oposisi suka pake bio tegakkan keadilan   sulit bersikap adil  sekedar pemikiran contohnya  gak suka   budaya arab dinyinyirin  kadang suka nyinyirin budaya   budaya jawa  wayang kebaya dsb"
"1040","Positif",1,"saputriwanda sbyfess wayang tu maksudnya jawa deh kayaknya wmwmwm"
"1041","Netral",0,"   menganalisis fenomena     pemerhati aceh  aktor wayang politik dibalik   karna   menganalisis     menjelang momentum politik    aceh pemilu balcaleg viral"
"1042","Netral",0,"nonton wayang tp gatau "
"1043","Negatif",-2," prabowodanseni   mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni  budaya pewayangan   meneruskan prabowolebihbaik"
"1044","Positif",1,"infotwitwor udah segitu aja ributnya dibaca semenit udah abis  butuh  ributnya  kek pentas wayang nyeritain perang mahabarata semalem suntuk"
"1045","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni mendingprabowo prabowo gerindra gerindrajateng "
"1046","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni mendingprabowo prabowo gerindra jateng gerindrajateng "
"1047","Netral",0,"okay   gak tengok wayang blackpantherwakandaforever  mmg another level  storyline nya ok one of a list movie for this year moral value "
"1048","Netral",0,"ashvinmenon dah   tengok wayang will need some pemangkin for this"
"1049","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1050","Negatif",-2,"orang wayang indonesia berucap  bosan ffm"
"1051","Netral",0,"jjepukpise randomlypicked hbakkaniy sbb tu  duk asyik  tengok wayang tu    undi ph  payah nk sibuk mengata dkt orang"
"1052","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang prabowodanseni"
"1053","Positif",1,"   kulit luarnya filosofi hidup  prabowo tu  bernegara kedaulatan persatuan swasembada gitugitu     masuk lihat dalamnya ya kayak  beliau  wayang diatas prabowodanseni "
"1054","Netral",0,"deathrockstar gaada bapaku sukanya wayang ibuku campursari "
"1055","Netral",0,"bosanla nimai ni  lambat  lak  ritu janji nak tengok wayang ker"
"1056","Negatif",-1," kutuk dikecam  cult member la penjilat kaki la hipokrit la kutuk dikecam   realistik la mementingkan  la  mementingkan kestabilan negara  la  gi tengok wayang tetek je la"
"1057","Negatif",-1,"lanzalnal cvoii  dh  jangka  terlepas dgn dakwaan kessemua yg pm nafikan berlaku  beliau nafikan  akn masuk campurkita makan popcorn la tgk wayang "
"1058","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1059","Negatif",-1,"scftxjakeu tanyarlfes senasip huhu ayah ku hafal bgt jalan ceritanya krna suka nnton wayang jd nnton mahabarata versi india nya eh skrg udah gaada jd tinggal kenangannya aja"
"1060","Negatif",-2,"  mengerti  wayang     budaya  budaya nusantara   paham  peran pewayangan    tengahtengah masyarakat  prabowodanseni "
"1061","Netral",0,"jestershrine   nama wayang"
